seed,ifile_name,ifile_number,tpsExtermination,radiusInfestMax,SdM,SdC,SaM,SaC,deltaSa,deltaSd,actionManager,actionController,diffRisqueGlobal,infecteTotal,infecteVariete1,infecteVariete2
32286530,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.30000000000000004,0.0,0.1,0.0,true,false,0.5,0.06,0.385,0.015
1403864943,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.30000000000000004,0.0,0.1,0.05,true,false,0.5,0.0,0.0,0.0
1096199001,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.30000000000000004,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
-331472223,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.0,0.05,true,false,0.5,0.1293,0.9195668986852281,0.0
147734858,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.0,0.1,true,false,0.5,0.0189,1.0,0.0
44988926,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.05,0.0,true,false,0.5,0.0,0.0,0.0
-1027339263,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.05,0.05,true,false,0.5,0.2873,0.37069265576052907,0.05464671075530804
1798705111,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.05,0.1,true,false,0.5,0.4046,0.42535837864557585,0.052891744933267426
-287818943,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.4,0.0,0.1,0.1,true,false,0.5,0.2881,0.42485248177716073,0.010760152724748352
-1325348039,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.5,0.0,0.0,0.05,true,false,0.5,1.0E-4,0.0,1.0
1521268990,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.5,0.0,0.05,0.0,true,false,0.5,0.2198,0.5222929936305732,0.04367606915377616
274310794,polygon_gem10_rep,1.0,180.0,8.0,0.1,0.0,0.5,0.0,0.05,0.1,true,false,0.5,3.0E-4,0.0,1.0
-465314332,random_rep,4.0,180.0,4.0,0.2,0.0,0.2,0.0,0.1,0.0,true,false,0.5,0.0095,0.4421052631578947,0.3368421052631579
-62365551,random_rep,4.0,180.0,4.0,0.2,0.0,0.2,0.0,0.1,0.05,true,false,0.5,0.0,0.0,0.0
-1093417326,random_rep,4.0,180.0,4.0,0.2,0.0,0.2,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
-1426843187,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.0,0.0,true,false,0.5,0.0408,0.3897058823529412,0.25245098039215685
642935158,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.0,0.1,true,false,0.5,0.0458,0.3624454148471616,0.25109170305676853
-1306951537,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.05,0.0,true,false,0.5,0.0105,0.4666666666666667,0.3047619047619048
107208214,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.05,0.05,true,false,0.5,0.0,0.0,0.0
-2095180796,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.05,0.1,true,false,0.5,0.0,0.0,0.0
250623299,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.1,0.0,true,false,0.5,0.0195,0.39487179487179486,0.29743589743589743
-790714285,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.1,0.05,true,false,0.5,0.0,0.0,0.0
1745334907,random_rep,4.0,180.0,4.0,0.2,0.0,0.30000000000000004,0.0,0.1,0.1,true,false,0.5,0.0,0.0,0.0
-806302914,random_rep,4.0,180.0,4.0,0.2,0.0,0.4,0.0,0.0,0.05,true,false,0.5,0.0535,0.3719626168224299,0.23925233644859814
1770883488,random_rep,4.0,180.0,4.0,0.2,0.0,0.4,0.0,0.0,0.1,true,false,0.5,0.0484,0.3822314049586777,0.26859504132231404
-339424780,random_rep,4.0,180.0,4.0,0.2,0.0,0.4,0.0,0.05,0.0,true,false,0.5,0.0113,0.4336283185840708,0.36283185840707965
-880259865,random_rep,4.0,180.0,4.0,0.2,0.0,0.4,0.0,0.05,0.05,true,false,0.5,9.0E-4,0.2222222222222222,0.1111111111111111
698758156,polygon_gem1000_rep,2.0,180.0,8.0,0.30000000000000004,0.0,0.30000000000000004,0.0,0.1,0.05,true,false,0.5,0.0043,0.5581395348837209,0.046511627906976744
