"BehaviorSpace results (NetLogo 6.0.2)"
"COMPOTE.nlogo"
"experiment-dynDesease"
"06/13/2018 17:02:07:712 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","i-nb_managers","i-Svar1","i-radiusInfestMax","i-alpha","i-betap","i-Svar2","i-rProd","i-file_number","i-file_name","i-tpsExtermination","i-Svar3","i-Iinit","[step]","pct_infected_tot","pct_var1","pct_var2"
"617","0","0.5","16","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","0.9979","0.2975","0.3308"
"600","0","0.5","32","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","90","0.9","0.005","450","0.9871","0.4384","0.2959"
"628","0","0.5","8","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","0.685","0.2276","0.1579"
"631","0","0.5","1","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"632","0","0.5","2","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","8.0E-4","0","8.0E-4"
"633","0","0.5","4","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","0.1038","0.0412","0.0189"
"612","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem100_rep""","90","0.9","0.005","450","0.9991","0.3441","0.331"
"623","0","0.5","16","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","0.995","0.3707","0.3096"
"634","0","0.5","8","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","0.4759","0.1796","0.1203"
"637","0","0.5","1","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"638","0","0.5","2","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","0.0119","0.0088","0.0031"
"635","0","0.5","16","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","0.3544","0.1383","0.0959"
"639","0","0.5","4","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","0.1309","0.0569","0.0236"
"640","0","0.5","8","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","0.3263","0.1592","0.0633"
"629","0","0.5","16","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","0.9919","0.3426","0.2969"
"643","0","0.5","1","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"644","0","0.5","2","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","0.0267","0.0048","0.0027"
"645","0","0.5","4","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","0.1932","0.0662","0.0273"
"646","0","0.5","8","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","0.6479","0.2373","0.1535"
"641","0","0.5","16","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","0.9413","0.3051","0.3029"
"606","0","0.5","32","1","0.5","0.1","0.25","1","""polygon_gem100_rep""","90","0.9","0.005","450","0.999","0.3457","0.3241"
"649","0","0.5","1","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"650","0","0.5","2","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","5.0E-4","0","4.0E-4"
"651","0","0.5","4","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","0.2077","0.0999","0.0105"
"647","0","0.5","16","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","0.9849","0.3743","0.3"
"618","0","0.5","32","1","0.5","0.1","0.25","3","""polygon_gem100_rep""","90","0.9","0.005","450","1","0.2975","0.3329"
"652","0","0.5","8","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","0.2471","0.0961","0.0721"
"655","0","0.5","1","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"656","0","0.5","2","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","0.0433","0.0101","0.0027"
"657","0","0.5","4","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","0.0113","9.0E-4","0.0024"
"658","0","0.5","8","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","0.1493","0.0511","0.0314"
"630","0","0.5","32","1","0.5","0.1","0.25","5","""polygon_gem100_rep""","90","0.9","0.005","450","0.9998","0.3426","0.3048"
"642","0","0.5","32","1","0.5","0.1","0.25","7","""polygon_gem100_rep""","90","0.9","0.005","450","0.9999","0.3132","0.3525"
"653","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","0.9997","0.3741","0.2845"
"661","0","0.5","1","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"662","0","0.5","2","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0162","0.006","0.003"
"663","0","0.5","4","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","0.1136","0.0335","0.0352"
"664","0","0.5","8","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","0.2859","0.1132","0.0834"
"659","0","0.5","16","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","0.9735","0.3122","0.3208"
"636","0","0.5","32","1","0.5","0.1","0.25","6","""polygon_gem100_rep""","90","0.9","0.005","450","1","0.3195","0.3459"
"667","0","0.5","1","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"668","0","0.5","2","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0304","0.0103","0.0054"
"669","0","0.5","4","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0452","0.0189","0.0088"
"670","0","0.5","8","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","0.4318","0.1614","0.116"
"624","0","0.5","32","1","0.5","0.1","0.25","4","""polygon_gem100_rep""","90","0.9","0.005","450","0.9999","0.3707","0.3145"
"665","0","0.5","16","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9989","0.3402","0.331"
"673","0","0.5","1","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","0"
"674","0","0.5","2","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0229","0.0089","0.0046"
"675","0","0.5","4","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","0.1339","0.0594","0.0314"
"648","0","0.5","32","1","0.5","0.1","0.25","8","""polygon_gem100_rep""","90","0.9","0.005","450","1","0.3744","0.315"
"676","0","0.5","8","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","0.6052","0.2115","0.1728"
"679","0","0.5","1","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"680","0","0.5","2","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0251","0.0084","0.0056"
"681","0","0.5","4","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","0.117","0.0395","0.0299"
"671","0","0.5","16","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9992","0.3377","0.3284"
"682","0","0.5","8","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","0.4579","0.1568","0.1454"
"654","0","0.5","32","1","0.5","0.1","0.25","9","""polygon_gem100_rep""","90","0.9","0.005","450","1","0.3741","0.2848"
"660","0","0.5","32","1","0.5","0.1","0.25","10","""polygon_gem100_rep""","90","0.9","0.005","450","1","0.3147","0.3447"
"685","0","0.5","1","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"686","0","0.5","2","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0212","0.0059","0.0036"
"687","0","0.5","4","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0694","0.0228","0.0185"
"683","0","0.5","16","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9293","0.3172","0.2891"
"688","0","0.5","8","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","0.6067","0.2103","0.1797"
"691","0","0.5","1","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"692","0","0.5","2","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0304","0.0127","0.0044"
"677","0","0.5","16","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9996","0.3345","0.332"
"693","0","0.5","4","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","0.1193","0.0473","0.0282"
"694","0","0.5","8","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","0.4383","0.1472","0.1312"
"672","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9974","0.3377","0.3266"
"697","0","0.5","1","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"698","0","0.5","2","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0262","0.0076","0.0066"
"699","0","0.5","4","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","0.1361","0.0509","0.0339"
"689","0","0.5","16","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9983","0.3303","0.3333"
"700","0","0.5","8","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","0.3532","0.1173","0.1134"
"695","0","0.5","16","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9997","0.3314","0.3305"
"703","0","0.5","1","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","1.0E-4","0"
"704","0","0.5","2","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0069","0.0028","0.0014"
"705","0","0.5","4","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","0.1629","0.0548","0.0432"
"684","0","0.5","32","1","0.5","0.1","0.25","4","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9998","0.3302","0.3387"
"706","0","0.5","8","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","0.4612","0.1529","0.1312"
"666","0","0.5","32","1","0.5","0.1","0.25","1","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9999","0.3402","0.332"
"709","0","0.5","1","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"701","0","0.5","16","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9998","0.3339","0.3381"
"710","0","0.5","2","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0067","8.0E-4","0.0022"
"711","0","0.5","4","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0965","0.0385","0.0221"
"712","0","0.5","8","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","0.6469","0.2267","0.197"
"678","0","0.5","32","1","0.5","0.1","0.25","3","""polygon_gem1000_rep""","90","0.9","0.005","450","1","0.3345","0.3324"
"715","0","0.5","1","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","1.0E-4","0","1.0E-4"
"707","0","0.5","16","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","0.998","0.3325","0.3317"
"716","0","0.5","2","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0118","0.0058","0.0027"
"717","0","0.5","4","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","0.0302","0.0085","0.0076"
"713","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","0.8798","0.3051","0.2594"
"718","0","0.5","8","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","0.4535","0.1575","0.1314"
"721","0","0.5","1","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","1.0E-4","0","0"
"722","0","0.5","2","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","0.0141","0.0049","0.0036"
"723","0","0.5","4","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","0.0539","0.0185","0.0143"
"690","0","0.5","32","1","0.5","0.1","0.25","5","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9939","0.3303","0.3289"
"724","0","0.5","8","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","0.7528","0.2571","0.2196"
"719","0","0.5","16","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9967","0.332","0.3345"
"727","0","0.5","1","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"728","0","0.5","2","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","0.0109","0.0042","0.0023"
"729","0","0.5","4","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","0.1464","0.0512","0.0421"
"730","0","0.5","8","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","0.3048","0.1048","0.0882"
"708","0","0.5","32","1","0.5","0.1","0.25","8","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9968","0.3325","0.3305"
"702","0","0.5","32","1","0.5","0.1","0.25","7","""polygon_gem1000_rep""","90","0.9","0.005","450","1","0.3339","0.3383"
"725","0","0.5","16","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","0.9734","0.3298","0.303"
"733","0","0.5","1","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"735","0","0.5","4","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","0.1088","0.0361","0.0315"
"734","0","0.5","2","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","0.0164","0.0059","0.004"
"736","0","0.5","8","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","0.3326","0.1128","0.0983"
"696","0","0.5","32","1","0.5","0.1","0.25","6","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9991","0.3314","0.3299"
"731","0","0.5","16","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","0.9865","0.3333","0.3166"
"739","0","0.5","1","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","1.0E-4","0","0"
"740","0","0.5","2","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","0.0106","0.0041","0.0026"
"737","0","0.5","16","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","0.6862","0.2428","0.1833"
"741","0","0.5","4","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","0.0879","0.0297","0.026"
"742","0","0.5","8","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","0.5862","0.197","0.1787"
"745","0","0.5","1","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"746","0","0.5","2","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","0.0079","0.0023","0.0021"
"747","0","0.5","4","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","0.1128","0.0375","0.0317"
"748","0","0.5","8","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","0.6535","0.2253","0.1846"
"743","0","0.5","16","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","0.9985","0.3288","0.3306"
"749","0","0.5","16","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","0.9778","0.3229","0.3137"
"751","0","0.5","1","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"752","0","0.5","2","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","0.019","0.0073","0.0043"
"720","0","0.5","32","1","0.5","0.1","0.25","10","""polygon_gem1000_rep""","90","0.9","0.005","450","1","0.332","0.3378"
"714","0","0.5","32","1","0.5","0.1","0.25","9","""polygon_gem1000_rep""","90","0.9","0.005","450","0.9999","0.3325","0.3345"
"753","0","0.5","4","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","0.0681","0.0238","0.0208"
"754","0","0.5","8","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","0.2063","0.0724","0.0552"
"757","0","0.5","1","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"726","0","0.5","32","1","0.5","0.1","0.25","1","""random_rep""","120","0.9","0.005","450","0.9982","0.3311","0.3262"
"758","0","0.5","2","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","0.0088","0.0038","0.0018"
"759","0","0.5","4","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","0.1406","0.0494","0.0403"
"760","0","0.5","8","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","0.4568","0.1556","0.1316"
"755","0","0.5","16","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","0.6686","0.2329","0.1806"
"763","0","0.5","1","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"732","0","0.5","32","1","0.5","0.1","0.25","2","""random_rep""","120","0.9","0.005","450","0.9995","0.334","0.3286"
"765","0","0.5","4","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","0.0964","0.0343","0.0273"
"764","0","0.5","2","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","0.0147","0.0056","0.0036"
"766","0","0.5","8","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","0.4691","0.1643","0.1317"
"761","0","0.5","16","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","0.9175","0.3121","0.2759"
"769","0","0.5","1","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"770","0","0.5","2","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","0.0114","0.0044","0.0031"
"771","0","0.5","4","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","0.1225","0.0402","0.0323"
"738","0","0.5","32","1","0.5","0.1","0.25","3","""random_rep""","120","0.9","0.005","450","1","0.3341","0.335"
"772","0","0.5","8","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","0.6912","0.2399","0.2004"
"767","0","0.5","16","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","0.9859","0.3341","0.315"
"775","0","0.5","1","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"776","0","0.5","2","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","0.0167","0.0054","0.0049"
"777","0","0.5","4","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","0.0772","0.0262","0.0227"
"778","0","0.5","8","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","0.3114","0.1099","0.0889"
"773","0","0.5","16","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","0.977","0.3257","0.3127"
"756","0","0.5","32","1","0.5","0.1","0.25","6","""random_rep""","120","0.9","0.005","450","1","0.3274","0.3349"
"781","0","0.5","1","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","0"
"782","0","0.5","2","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","120","0.9","0.005","450","0.0153","0.0153","0"
"783","0","0.5","4","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","120","0.9","0.005","450","0.0595","0.0582","0"
"779","0","0.5","16","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","0.9973","0.3384","0.3243"
"744","0","0.5","32","1","0.5","0.1","0.25","4","""random_rep""","120","0.9","0.005","450","0.9995","0.3288","0.3316"
"784","0","0.5","8","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","120","0.9","0.005","450","0.4122","0.1647","0.0346"
"768","0","0.5","32","1","0.5","0.1","0.25","8","""random_rep""","120","0.9","0.005","450","0.9966","0.3352","0.3245"
"787","0","0.5","1","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"788","0","0.5","2","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","3.0E-4","0","3.0E-4"
"789","0","0.5","4","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","0.0876","0.0808","0.0068"
"790","0","0.5","8","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","0.1718","0.1222","0.0227"
"791","0","0.5","16","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","0.0512","0.0483","0.0028"
"793","0","0.5","1","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"794","0","0.5","2","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","5.0E-4","0","5.0E-4"
"762","0","0.5","32","1","0.5","0.1","0.25","7","""random_rep""","120","0.9","0.005","450","0.9996","0.3301","0.3322"
"795","0","0.5","4","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","0.2662","0.0283","0.004"
"796","0","0.5","8","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","0.6923","0.2737","0.0756"
"785","0","0.5","16","1","0.5","0.1","0.25","1","""polygon_gem10_rep""","120","0.9","0.005","450","0.9201","0.4375","0.1063"
"799","0","0.5","1","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","0"
"750","0","0.5","32","1","0.5","0.1","0.25","5","""random_rep""","120","0.9","0.005","450","1","0.3245","0.3342"
"800","0","0.5","2","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","120","0.9","0.005","450","0.0328","0","0"
"801","0","0.5","4","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","120","0.9","0.005","450","0.1168","0.0817","3.0E-4"
"802","0","0.5","8","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","120","0.9","0.005","450","0.6031","0.2931","0.0277"
"797","0","0.5","16","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","0.9807","0.5142","0.1221"
"805","0","0.5","1","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"806","0","0.5","2","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","120","0.9","0.005","450","0.0107","0.0099","8.0E-4"
"774","0","0.5","32","1","0.5","0.1","0.25","9","""random_rep""","120","0.9","0.005","450","0.9994","0.3275","0.3327"
"807","0","0.5","4","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","120","0.9","0.005","450","0.1372","0.0265","3.0E-4"
"808","0","0.5","8","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","120","0.9","0.005","450","0.2066","0.1","0.0201"
"780","0","0.5","32","1","0.5","0.1","0.25","10","""random_rep""","120","0.9","0.005","450","0.9997","0.3384","0.3267"
"809","0","0.5","16","1","0.5","0.1","0.25","5","""polygon_gem10_rep""","120","0.9","0.005","450","0.826","0.3101","0.1587"
"803","0","0.5","16","1","0.5","0.1","0.25","4","""polygon_gem10_rep""","120","0.9","0.005","450","0.9236","0.4125","0.1588"
"811","0","0.5","1","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"812","0","0.5","2","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","120","0.9","0.005","450","0.0312","0.0095","0"
"813","0","0.5","4","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","120","0.9","0.005","450","0.0672","0.0616","0.0055"
"815","0","0.5","16","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","120","0.9","0.005","450","0.1031","0.0596","0.0071"
"814","0","0.5","8","1","0.5","0.1","0.25","6","""polygon_gem10_rep""","120","0.9","0.005","450","0.4901","0.0593","0.0641"
"817","0","0.5","1","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","0"
"818","0","0.5","2","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","120","0.9","0.005","450","0.0091","0.008","0.0011"
"819","0","0.5","4","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","120","0.9","0.005","450","0.0013","0","0.001"
"820","0","0.5","8","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","120","0.9","0.005","450","0.2266","0","0.0516"
"792","0","0.5","32","1","0.5","0.1","0.25","2","""polygon_gem10_rep""","120","0.9","0.005","450","0.9975","0.511","0.2113"
"823","0","0.5","1","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","0","1.0E-4"
"824","0","0.5","2","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","120","0.9","0.005","450","0.0656","0","0"
"821","0","0.5","16","1","0.5","0.1","0.25","7","""polygon_gem10_rep""","120","0.9","0.005","450","0.7398","0.2426","0.1943"
"825","0","0.5","4","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","120","0.9","0.005","450","0.072","0.0711","9.0E-4"
"827","0","0.5","16","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","120","0.9","0.005","450","0.0015","4.0E-4","0.0011"
"826","0","0.5","8","1","0.5","0.1","0.25","8","""polygon_gem10_rep""","120","0.9","0.005","450","0.4655","0.1664","0.0516"
"829","0","0.5","1","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
"830","0","0.5","2","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","120","0.9","0.005","450","2.0E-4","0","2.0E-4"
"831","0","0.5","4","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","120","0.9","0.005","450","8.0E-4","0","8.0E-4"
"832","0","0.5","8","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","120","0.9","0.005","450","0.3957","0.2796","0.0312"
"833","0","0.5","16","1","0.5","0.1","0.25","9","""polygon_gem10_rep""","120","0.9","0.005","450","0.2354","0.1402","0.0257"
"798","0","0.5","32","1","0.5","0.1","0.25","3","""polygon_gem10_rep""","120","0.9","0.005","450","0.9996","0.5166","0.1386"
"835","0","0.5","1","1","0.5","0.1","0.25","10","""polygon_gem10_rep""","120","0.9","0.005","450","1.0E-4","1.0E-4","0"
